name,latitude_deg,longitude_deg,icao_code
Maiduguri International Airport,11.854163,13.080702,DNMA
Makurdi Airport,7.70388,8.61394,DNMK
Murtala Muhammed International Airport,6.57737,3.32116,DNMM
Minna Airport,9.652170181,6.462259769,DNMN
Port Harcourt International Airport,5.01549,6.94959,DNPO
Sadiq Abubakar III International Airport,12.915729,5.207547,DNSO
Warri Airport,5.59821,5.8187,DNSU
Yola Airport,9.25755024,12.43039989,DNYO
Zaria Airport,11.1302,7.68581,DNZA
Maradi Airport,13.5025,7.12675,DRRM
Diori Hamani International Airport,13.4815,2.18361,DRRN
Tahoua Airport,14.8757,5.26536,DRRT
Mano Dayak International Airport,16.966,8.00011,DRZA
Zinder Airport,13.77900028,8.98375988,DRZR
Tabarka-Aïn Draham International Airport,36.98,8.87694,DTKA
Monastir Habib Bourguiba International Airport,35.7580986,10.75469971,DTMB
Enfidha - Hammamet International Airport,36.075833,10.438611,DTNH
Tunis Carthage International Airport,36.851002,10.2272,DTTA
Bizerte Sidi Ahmed Air Base,37.242356,9.787016,DTTB
Remada Air Base,32.306198,10.3821,DTTD
Gafsa Ksar International Airport,34.42200089,8.822500229,DTTF
Gabès Matmata International Airport,33.733691,9.91941,DTTG
Djerba Zarzis International Airport,33.873719,10.7773,DTTJ
El Borma Airport,31.7043,9.25462,DTTR
Sfax Thyna International Airport,34.717999,10.691,DTTX
Tozeur Nefta International Airport,33.93970108,8.110560417,DTTZ
Niamtougou International Airport,9.766675,1.090944,DXNG
Lomé–Tokoin International Airport,6.16561,1.25451,DXXX
Amguid Regional Airport,26.393417,5.325419,
Antwerp International Airport (Deurne),51.190667,4.463153,EBAW
Beauvechain Air Base,50.758598,4.76833,EBBE
Kleine Brogel Air Base,51.168301,5.47,
Brussels Airport,50.901402,4.48444,EBBR
Brussels South Charleroi Airport,50.461963,4.459562,EBCI
Chièvres Air Base,50.575802,3.831,EBCV
Koksijde Air Base,51.090302,2.65278,EBFN
Florennes Air Base,50.24330139,4.645830154,
Kortrijk-Wevelgem International Airport,50.818878,3.209551,EBKT
Liège Airport,50.638574,5.443897,EBLG
Ostend-Bruges International Airport,51.1998,2.874673,EBOS
Leipzig–Altenburg Airport,50.981945,12.506389,EDAC
Heringsdorf Airport,53.8787,14.1523,EDAH
Neubrandenburg Trollenhagen Airport,53.6022,13.306,EDBN
Rothenburg/Görlitz Airfield,51.363335,14.95,EDBR
Berlin Brandenburg Airport,52.361738,13.502341,EDDB
Dresden Airport,51.134123,13.767831,EDDC
Erfurt-Weimar Airport,50.978281,10.960713,EDDE
Frankfurt Main Airport,50.026706,8.55835,EDDF
Münster Osnabrück Airport,52.133816,7.688482,EDDG
Hamburg Helmut Schmidt Airport,53.630402,9.98823,EDDH
Cologne Bonn Airport,50.865898,7.14274,EDDK
Düsseldorf Airport,51.289501,6.76678,EDDL
Munich Airport,48.353802,11.7861,EDDM
Nuremberg Airport,49.498699,11.078056,EDDN
Leipzig/Halle Airport,51.420657,12.232705,EDDP
Saarbrücken Airport,49.214545,7.109735,EDDR
Stuttgart Airport,48.689899,9.22196,EDDS
Hannover Airport,52.461102,9.68508,EDDV
Bremen Airport,53.046786,8.78932,EDDW
Frankfurt-Egelsbach Airport,49.96,8.643043,EDFE
Frankfurt-Hahn Airport,49.946353,7.261734,EDFH
Mannheim-City Airport,49.473057,8.514167,EDFM
Mainz-Finthen Airfield,49.967499,8.147222,EDFZ
Eisenach-Kindel Airport,50.991604,10.47973,EDGE
Siegerland Airport,50.707699,8.08297,EDGS
Hamburg-Finkenwerder Airport,53.535278,9.835556,EDHI
Kiel-Holtenau Airport,54.37957,10.145266,EDHK
Lübeck Blankensee Airport,53.805401,10.7192,EDHL
Memmingen Allgau Airport,47.988092,10.238248,EDJA
Bielefeld Airport,51.964722,8.544444,EDLI
Mönchengladbach Airport,51.230278,6.504444,EDLN
Paderborn Lippstadt Airport,51.612527,8.617459,EDLP
Weeze (Niederrhein) Airport,51.601362,6.141228,EDLV
Dortmund Airport,51.518299,7.61224,EDLW
Augsburg Airport,48.425278,10.931667,EDMA
Landshut Airfield,48.512019,12.034865,EDML
Oberpfaffenhofen Airport,48.081402,11.2831,EDMO
Bodensee Airport Friedrichshafen,47.671299,9.51149,EDNY
Bamberg-Breitenau Airfield,49.920403,10.914233,EDQA
Bayreuth Airport,49.985001,11.64,EDQD
Hof-Plauen Airport,50.288544,11.852876,EDQM
Karlsruhe Baden-Baden Airport,48.7794,8.0805,EDSB
Donaueschingen-Villingen Airfield,47.973331,8.522222,
Lahr Airport,48.369301,7.82772,EDTL
Mengen-Hohentengen Airfield,48.05389,9.372778,
Adolf Würth Airport,49.118332,9.783889,
Zerbst Airfield,52.000832,12.148611,EDUZ
Braunschweig-Wolfsburg Airport,52.319199,10.5561,EDVE
Kassel Airport,51.418395,9.391638,EDVK
Westerland Sylt Airport,54.9132,8.34047,EDXW
Ämari Air Base,59.259599,24.204799,EEEI
Kärdla Airport,58.99079895,22.83069992,EEKA
Kuressaare Airport,58.22990036,22.5095005,EEKE
Pärnu Airport,58.41899872,24.4727993,EEPU
Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,HEBR
Lennart Meri Tallinn Airport,59.413246,24.83264,EETN
Tartu Airport,58.307438,26.686473,EETU
Enontekio Airport,68.36260223,23.42429924,EFET
Halli Airport,61.856039,24.786686,EFHA
Helsinki Vantaa Airport,60.318363,24.963341,EFHK
Kitee Airport,62.1661,30.073601,EFIT
Ivalo Airport,68.6073,27.4053,EFIV
Joensuu Airport,62.658815,29.619398,EFJO
Jyväskylä Airport,62.399502,25.678301,EFJY
Kauhava Airfield,63.127102,23.051399,EFKA
Kemi-Tornio Airport,65.77870178,24.58209991,EFKE
Kajaani Airport,64.2855,27.6924,EFKI
Kauhajoki Airfield,62.463212,22.390817,EFKJ
Kokkola-Pietarsaari Airport,63.721199,23.143101,EFKK
Kuusamo Airport,65.987602,29.239401,EFKS
Kittilä International Airport,67.700996,24.8468,EFKT
Kuopio Airport,63.007099,27.7978,EFKU
Lappeenranta Airport,61.044601,28.144743,EFLP
Mariehamn Airport,60.1222,19.898199,EFMA
Mikkeli Airport,61.6866,27.201799,EFMI
Oulu Airport,64.930099,25.354601,EFOU
Pori Airport,61.4617,21.799999,EFPO
Helsinki East-Redstone Aerodrome,60.479167,26.593889,
Rovaniemi Airport,66.563327,25.829751,EFRO
Savonlinna Airport,61.9431,28.945101,EFSA
Seinäjoki Airport,62.692101,22.8323,EFSI
Sodankyla Airport,67.39499664,26.61910057,EFSO
Tampere-Pirkkala Airport,61.414101,23.604401,EFTP
Turku Airport,60.514099,22.2628,EFTU
Utti Air Base,60.8964,26.9384,EFUT
Vaasa Airport,63.05023,21.762543,EFVA
Varkaus Airport,62.171101,27.868601,EFVR
Ylivieska Airfield,64.054722,24.725278,EFYL
Bilbeis 2 Airfield,30.42060089,31.67889977,
Belfast International Airport,54.65750122,-6.215829849,EGAA
Enniskillen/St Angelo Airport,54.398274,-7.651179,EGAB
George Best Belfast City Airport,54.618099,-5.8725,EGAC
City of Derry Airport,55.042801,-7.16111,EGAE
Birmingham Airport,52.453899,-1.74803,EGBB
Coventry Airport,52.369701,-1.47972,EGBE
Gloucestershire Airport,51.894199,-2.16722,EGBJ
Nottingham City Airport,52.919998,-1.07917,EGBN
Manchester Airport,53.349375,-2.279521,EGCC
Royal Marines Base Chivenor,51.0872,-4.15034,
MoD Boscombe Down,51.152199,-1.74741,
RNAS Culdrose,50.08610153,-5.255710125,
MOD St Athan,51.405229,-3.433254,
RNAS Yeovilton,51.009399,-2.63882,EGDY
Campbeltown Airport,55.437199,-5.68639,EGEC
Eday Airport,59.19060135,-2.772219896,EGED
Haverfordwest Airport,51.83309937,-4.961110115,EGFE
Cardiff International Airport,51.396702,-3.34333,EGFF
Swansea Airport,51.601366,-4.071006,EGFH
Bristol Airport,51.382326,-2.716453,EGGD
Liverpool John Lennon Airport,53.334863,-2.849637,EGGP
London Luton Airport,51.874699,-0.368333,EGGW
Bournemouth Airport,50.780483,-1.839576,EGHH
Southampton Airport,50.950298,-1.3568,EGHI
Lasham Airfield,51.18744,-1.031663,EGHL
Cornwall Airport Newquay,50.440601,-4.99541,EGHQ
Alderney Airport,49.706104,-2.21472,EGJA
Guernsey Airport,49.435001,-2.60197,EGJB
Jersey Airport,49.207901,-2.19551,EGJJ
Brighton City Airport,50.835602,-0.297222,EGKA
London Biggin Hill Airport,51.3307991,0.032499999,EGKB
London Gatwick Airport,51.148744,-0.185739,EGKK
London City Airport,51.505299,0.055278,EGLC
Farnborough Airport,51.275799,-0.776333,EGLF
Blackbushe Airport,51.323898,-0.8475,EGLK
London Heathrow Airport,51.470748,-0.459909,EGLL
London Southend Airport,51.570562,0.693627,EGMC
Lydd London Ashford Airport,50.956246,0.939074,EGMD
Carlisle Lake District Airport,54.9375,-2.80917,EGNC
Blackpool Airport,53.771702,-3.02861,EGNH
Humberside Airport,53.576152,-0.34954,EGNJ
Barrow Walney Island Airport,54.1286111,-3.2675,EGNL
Leeds Bradford Airport,53.865898,-1.66057,EGNM
Warton Aerodrome,53.745098,-2.88306,EGNO
Hawarden Airport,53.178101,-2.97778,EGNR
Isle of Man Airport,54.083081,-4.623871,EGNS
Newcastle International Airport,55.037958,-1.689577,EGNT
Teesside International Airport,54.509201,-1.42941,EGNV
East Midlands Airport,52.8311,-1.32806,EGNX
RAF Spadeadam,55.04999924,-2.549999952,
RAF Shawbury,52.798199,-2.66804,EGOS
Anglesey Airport,53.2481,-4.53534,EGOV
Kirkwall Airport,58.957903,-2.905077,EGPA
Sumburgh Airport,59.878899,-1.29556,EGPB
Wick John O'Groats Airport,58.4589,-3.09306,EGPC
Aberdeen International Airport,57.2019,-2.19778,EGPD
Inverness Airport,57.5425,-4.0475,EGPE
Glasgow Airport,55.871899,-4.43306,EGPF
Edinburgh Airport,55.950145,-3.372288,EGPH
Islay Airport,55.682708,-6.257525,EGPI
Glasgow Prestwick Airport,55.501499,-4.577182,EGPK
Benbecula Airport,57.481098,-7.36278,EGPL
Dundee Airport,56.452499,-3.02583,EGPN
Stornoway Airport,58.215599,-6.33111,EGPO
Barra Airport,57.0228,-7.44306,EGPR
Tiree Airport,56.499199,-6.86917,EGPU
Leuchars Station Airfield,56.37398,-2.868862,EGQL
RAF Lossiemouth,57.7052,-3.33917,EGQS
Cambridge City Airport,52.205002,0.175,EGSC
Norwich Airport,52.6758,1.28278,EGSH
London Stansted Airport,51.884998,0.235,EGSS
Cranfield Airport,52.072201,-0.616667,EGTC
Exeter International Airport,50.734261,-3.413984,EGTE
London Oxford Airport,51.836899,-1.32,EGTK
RAF Benson,51.614366,-1.095991,EGUB
RAF Lakenheath,52.40954,0.561161,EGUL
Cambridge City Airport,52.3619,0.486406,EGUN
Wattisham Airfield,52.127451,0.956189,
RAF Fairford,51.683568,-1.789172,EGVA
RAF Brize Norton,51.75,-1.58362,EGVN
RAF Odiham,51.2341,-0.942825,EGVO
RAF Cosford,52.640524,-2.305326,
RAF Northolt,51.553001,-0.418167,EGWU
RAF Coningsby,53.092999,-0.166014,EGXC
RAF Leeming,54.297191,-1.538944,
Leeds East Airport,53.834747,-1.194678,EGCM
RAF Honington,52.342602,0.772939,EGXH
RAF Wittering,52.612598,-0.476453,EGXT
RAF Waddington,53.166199,-0.523811,EGXW
RAF Topcliffe,54.204116,-1.380265,
RAF Cranwell,53.027308,-0.493104,EGYD
RAF Barkston Heath,52.960616,-0.559428,EGYE
RAF Marham,52.648395,0.550692,EGYM
Mount Pleasant Airport / RAF Mount Pleasant,-51.822642,-58.445777,EGYP
Amsterdam Airport Schiphol,52.308601,4.76389,EHAM
Kempen Airport Budel,51.255299,5.60139,EHBD
Maastricht Aachen Airport,50.911087,5.769401,EHBK
Deelen Air Base,52.0606,5.87306,EHDL
Eindhoven Airport,51.45009995,5.374529839,EHEH
Groningen Airport Eelde,53.119107,6.577652,EHGG
Gilze Rijen Air Base,51.567402,4.93183,EHGR
De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,EHKD
Lelystad Airport,52.453188,5.514622,EHLE
Leeuwarden Air Base,53.22859955,5.760560036,EHLW
Rotterdam The Hague Airport,51.956902,4.43722,EHRD
Twente Airport,52.275833,6.889167,EHTW
Volkel Air Base,51.657222,5.707778,EHVK
Woensdrecht Air Base,51.4491,4.34203,EHWO
Cork International Airport,51.841301,-8.49111,EICK
Donegal Airport,55.0442009,-8.340999603,EIDL
Dublin Airport,53.428713,-6.262121,EIDW
Ireland West Airport Knock,53.910439,-8.817002,EIKN
Kerry Airport,52.180901,-9.52378,EIKY
Casement Air Base,53.30170059,-6.451330185,
Shannon Airport,52.702,-8.92482,EINN
Sligo Airport,54.28020096,-8.599209785,EISG
Waterford Airport,52.187199,-7.08696,EIWF
Weston Airport,53.351622,-6.490357,EIWT
Aarhus Airport,56.303331,10.618286,EKAH
Billund Airport,55.740335,9.157019,EKBI
Copenhagen Kastrup Airport,55.61790085,12.65600014,EKCH
Esbjerg Airport,55.525902,8.5534,EKEB
Midtjyllands Airport / Air Base Karup,56.297139,9.104311,EKKA
Lolland Falster Maribo Airport,54.699447,11.438163,EKMB
Odense Hans Christian Andersen Airport,55.475307,10.327206,EKOD
Copenhagen Roskilde Airport,55.585602,12.1314,EKRK
Bornholm Airport,55.063301,14.7596,EKRN
Sønderborg Airport,54.96440125,9.791729927,EKSB
Sindal Airport,57.503502,10.2294,EKSN
Skrydstrup Air Base,55.221048,9.26702,EKSP
Skive Airport,56.550201,9.17298,EKSV
Thisted Airport,57.068802,8.70522,EKTS
Kolding Vamdrup Airfield,55.436298,9.33092,
Vágar Airport,62.063256,-7.275782,EKVG
Stauning Vestjylland  Airport,55.990101,8.35391,EKVJ
Aalborg Airport,57.094763,9.84993,EKYT
Luxembourg-Findel International Airport,49.626845,6.212134,ELLX
Ålesund Airport,62.560443,6.110845,ENAL
"Andøya Airport, Andenes",69.295193,16.139379,ENAN
Alta Airport,69.976097,23.3717,ENAT
"Brønnøysund Airport, Brønnøy",65.461098,12.2175,ENBN
Bodø Airport,67.269203,14.3653,ENBO
"Bergen Airport, Flesland",60.2934,5.21814,ENBR
Båtsfjord Airport,70.60025,29.692612,ENBS
Berlevåg Airport,70.871517,29.034097,ENBV
Kristiansand Airport,58.204201,8.08537,ENCN
Bardufoss Airport,69.055801,18.5404,ENDU
Harstad/Narvik Airport,68.491302,16.678101,ENEV
Florø Airport,61.58359909,5.024720192,ENFL
Oslo-Gardermoen International Airport,60.193901,11.1004,ENGM
"Haugesund Airport, Karmøy",59.345299,5.20836,ENHD
Hammerfest Airport,70.679703,23.6686,ENHF
"Honningsvåg Airport, Valan",71.009697,25.983601,ENHV
"Kristiansund Airport, Kvernberget",63.111801,7.82452,ENKB
"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,ENKR
Leknes Airport,68.15249634,13.6093998,ENLK
Mehamn Airport,71.029701,27.8267,ENMH
"Molde Airport, Årø",62.744701,7.2625,ENML
"Mosjøen Airport, Kjærstad",65.783997,13.2149,ENMS
"Lakselv Airport, Banak",70.068802,24.973499,ENNA
Notodden Airport,59.565071,9.213152,ENNO
Ørland Airport,63.69889832,9.604000092,ENOL
"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,ENOV
"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,ENRA
"Rørvik Airport, Ryum",64.83830261,11.14610004,ENRM
Røros Airport,62.57839966,11.34230042,ENRO
"Moss Airport, Rygge",59.378817,10.785439,ENRY
"Svalbard Airport, Longyear",78.246101,15.4656,ENSB
"Svolvær Airport, Helle",68.243301,14.6692,ENSH
"Stokmarknes Airport, Skagen",68.578827,15.033417,ENSK
Skien Airport,59.185001,9.56694,ENSN
"Stord Airport, Sørstokken",59.791901,5.34085,ENSO
Sørkjosen Airport,69.786797,20.9594,ENSR
"Vardø Airport, Svartnes",70.3554,31.044901,ENSS
"Sandnessjøen Airport, Stokka",65.956802,12.4689,ENST
Tromsø Airport,69.683296,18.9189,ENTC
"Sandefjord Airport, Torp",59.186699,10.2586,ENTO
"Trondheim Airport, Værnes",63.457802,10.924,ENVA
Vadsø Airport,70.0653,29.8447,ENVD
"Stavanger Airport, Sola",58.876701,5.63778,ENZV
Ignacy Jan Paderewski Bydgoszcz Airport,53.096802,17.977699,EPBY
Cewice Naval Air Base,54.416525,17.765734,EPCE
Deblin Military Air Base,51.551021,21.892322,EPDE
Gdańsk Lech Wałęsa Airport,54.377602,18.4662,EPGD
Inowroclaw Military Air Base,52.829399,18.330601,EPIR
Kraków John Paul II International Airport,50.077702,19.7848,EPKK
Krzesiny Military Air Base,52.331699,16.9664,
Katowice Wojciech Korfanty International Airport,50.476015,19.080705,EPKT
Lublin Airport,51.240157,22.713461,EPLB
Łask Air Base,51.551701,19.1791,
Łódź Władysław Reymont Airport,51.721901,19.3981,EPLL
Leźnica Wielka Air Base,52.004945,19.143792,EPLY
Malbork Królewo Air Base,54.026598,19.135718,
Miroslawiec Military Air Base,53.3951,16.0828,
Minsk Mazowiecki Military Air Base,52.19549942,21.65589905,
Warsaw Modlin Airport,52.451099,20.6518,EPMO
Poznań-Ławica Airport,52.421598,16.823359,EPPO
Powidz Military Air Base,52.380087,17.853155,
Warsaw Radom Airport,51.38937,21.214742,EPRA
Rzeszów-Jasionka Airport,50.109791,22.024155,EPRZ
Solidarity Szczecin–Goleniów Airport,53.584702,14.9022,EPSC
Swidwin Military Air Base,53.7906,15.8263,EPSN
Olsztyn-Mazury Airport,53.481899,20.9377,EPSY
Tomaszów Mazowiecki Military Air Base,51.5844,20.097799,EPTM
Warsaw Chopin Airport,52.165699,20.9671,EPWA
Copernicus Wrocław Airport,51.103719,16.882096,EPWR
Zielona Góra-Babimost Airport,52.1385,15.7986,EPZG
Folgueroles Airfield,41.9527,2.3072,
Malmen Air Base,58.397666,15.522422,ESCF
Ronneby Airport,56.266701,15.265,ESDF
Råda Air Base,58.4981,13.0532,ESFR
Göteborg Landvetter Airport,57.6628,12.2798,ESGG
Jönköping Airport,57.75759888,14.06869984,ESGJ
Säve Airport,57.7747,11.8704,ESGP
Skövde Airport,58.456402,13.9727,ESGR
Trollhättan-Vänersborg Airport,58.31809998,12.34500027,ESGT
Såtenäs Air Base,58.426399,12.7144,
Karlskoga Airport,59.345901,14.4959,ESKK
Mora Airport,60.957901,14.5114,ESKM
Stockholm Skavsta Airport,58.789656,16.911479,ESKN
Scandinavian Mountains Airport,61.16508,12.83352,
Kristianstad Airport,55.9217,14.0855,ESMK
Kalmar Airport,56.685501,16.2876,ESMQ
Malmö Sturup Airport,55.535564,13.376327,ESMS
Halmstad Airport,56.69110107,12.82019997,ESMT
Växjö Kronoberg Airport,56.92910004,14.72799969,ESMX
Gällivare Airport,67.13240051,20.81459999,ESNG
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,ESNK
Lycksele Airport,64.548302,18.7162,ESNL
Sundsvall-Härnösand Airport,62.52809906,17.44389915,ESNN
Örnsköldsvik Airport,63.40829849,18.98999977,ESNO
Kiruna Airport,67.821999,20.3368,ESNQ
Skellefteå Airport,64.62480164,21.07690048,ESNS
Umeå Airport,63.791801,20.282801,ESNU
Vilhelmina South Lapland Airport,64.579102,16.833599,ESNV
Arvidsjaur Airport,65.59030151,19.28190041,ESNX
Söderhamn Airport,61.261501,17.0991,ESNY
Åre Östersund Airport,63.193546,14.504168,ESNZ
Örebro Airport,59.22370148,15.03800011,ESOE
Karlstad Airport,59.444698,13.3374,ESOK
Stockholm Västerås Airport,59.589401,16.6336,ESOW
Luleå Airport,65.5438,22.122,ESPA
Stockholm-Arlanda Airport,59.64849,17.928829,ESSA
Stockholm-Bromma Airport,59.354401,17.9417,ESSB
Dala Airport,60.422001,15.5152,ESSD
Gävle Sandviken Airport,60.5933,16.951401,ESSK
Linköping City Airport,58.404909,15.684499,ESSL
Norrköping Airport,58.5862999,16.25060081,ESSP
Torsby Airport,60.1576,12.9913,ESST
Eskilstuna Airport,59.351101,16.708401,ESSU
Visby Airport,57.6628,18.346201,ESSV
Ängelholm-Helsingborg Airport,56.29610062,12.84710026,ESTA
Ljungbyhed Airfield,56.082802,13.2125,
Storuman Airport,64.960899,17.6966,ESUD
Spangdahlem Air Base,49.976507,6.698413,ETAD
Ramstein Air Base,49.436901,7.60028,ETAR
Bückeburg Air Base,52.2785,9.08217,ETHB
Celle Army Airfield,52.591202,10.0221,ETHC
Fritzlar Army Airfield,51.1146,9.286,ETHF
Laupheim Air Base,48.220299,9.91002,ETHL
Niederstetten Army Air Base,49.39162,9.956747,ETHN
Faßberg Air Base,52.919399,10.185827,ETHS
Grafenwöhr Army Air Field,49.6987,11.9402,ETIC
Hohenfels Army Airfield,49.216541,11.836064,ETIH
Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,ETMN
Diepholz Air Base,52.585556,8.342222,ETND
Geilenkirchen Air Base,50.9608,6.04242,ETNG
Hohn Air Base,54.312199,9.53817,ETNH
Rostock-Laage Airport,53.918201,12.2783,ETNL
Nörvenich Air Base,50.8312,6.65817,ETNN
Schleswig Air Base,54.459301,9.51633,ETNS
Wittmundhafen Air Base,53.547798,7.66733,ETNT
Wunstorf Air Base,52.457298,9.42717,ETNW
Wiesbaden Army Airfield,50.04980087,8.325400352,ETOU
Büchel Air Base,50.173801,7.06333,ETSB
Holzdorf Air Base,51.767799,13.1677,ETSH
Ingolstadt Manching Airport,48.71569824,11.5340004,ETSI
Lechfeld Air Base,48.185504,10.8612,ETSL
Neuburg Air Base,48.710999,11.2115,ETSN
Jēkabpils Air Base,56.534698,25.8925,
Liepāja International Airport,56.517502,21.096901,EVLA
Riga International Airport,56.920752,23.970711,EVRA
Jūrmala Airport,56.9422,23.2239,
Kaunas International Airport,54.963965,24.08582,EYKA
Kėdainiai Air Base,55.31169891,23.95639992,
Palanga International Airport,55.973202,21.093901,EYPA
Panevėžys Air Base,55.72940063,24.46080017,EYPP
Šiauliai International Airport,55.89390182,23.39500046,EYSA
Barysiai Airfield,56.070599,23.5581,EYSB
Vilnius International Airport,54.634102,25.285801,EYVI
Alexander Bay Airport,-28.575001,16.5333,FAAB
Aggeneys Airport,-29.281799,18.8139,FAAG
Bisho Airport,-32.897099,27.2791,FABE
Bram Fischer International Airport,-29.092699,26.302401,FABL
Barberton Airport,-25.717147,30.974974,
Cape Town International Airport,-33.97403,18.604333,FACT
King Phalo Airport,-33.035599,27.825899,FAEL
Ermelo Airport,-26.4956,29.979799,FAEO
Ficksburg Sentraoes Airport,-28.82309914,27.90889931,FAFB
